Content,Date,User
La ciudadanía responsable e inteligente no confía en el gobierno de López Obrador para superar ningún problema.,11 ago.,@aracelibs
"Tiene toda nuestra confianza señor presidente!

#EsUnHonorEstarConObrador",11 ago.,@DraAleMont
"@lopezobrador_ no quiere que se diga q van más de 53 mil muertos en Mexico por #COVID19 
No quiere q demos cuenta de la peor tragedia en décadas. No quiere q digamos q la estrategia ha tenido grandes problemas.

Por favor no lo digas y no retuitees este tipo de mensajes.",11 ago.,@GHLicona
"@lopezobrador_ CÍNICO y delincuente eres tú
México 🇲🇽 si es un narco estado pero contigo que proteges DESCARADAMENTE a los delincuentes.
Tu envidia y odio a @FelipeCalderon te lleva a CALUMNIAR cada vez que se te da la gana.
Tu “gob” es el PEOR de todos  en la historia.",11 ago.,@Juan1250Mexico
"Cuando dejarás de decir y hacer pendejadas y nos platicas de

¿Cifras INEGI.
Inflación en julio.  
Violencia por detención de ""El Marro"". 
Crisis presupuestal en estados.
Pérdidas en PEMEX.
Feminicidios. 
Índices de pobreza.  
Inseguridad?",10 ago.,@MonomitoMex
"@lopezobrador_ no quiere que tengas nada, te quiere sobajado a sus pies. Él no quiere nuestro país ni lo respeta. Es #MALOparaMexico",10 ago.,@Clauzua
"Excelente , el bienestar del pueblo 
Por el bien de México primero los pobres 
#EsUnHonorEstarConObrador
#YoConAMLO",10 ago.,@IKE0908
"@lopezobrador_ En tú segundo año de desgobierno se incrementaron los niveles de pobreza extrema que alcanzarán al 15. 9% de las personas en ésta condición . Primero los pobres. López Obrador es #MALOParaMéxico
#Valquirias #Mirmidones #Nessios #SomosMéxico #MexicoConvoca",10 ago.,@Republicano74
"El gobierno diario te bombardea con nuevos escándalos y decisiones mal tomadas. Entonces te da como 24 horas para reaccionar.
Es alarmante que no se reaccione a las cínicas afirmaciones: Vamos bien
Ya se acabó, ya no se tolera la corrupción.
Y la oposición invisible
#X1MxUnido",10 ago.,@JuanPer15965724
"#MALOparaMéxico que el porro standupero no reconozca un solo error en todo lo que va de desgobierno es una pena ya que el mensaje es muy claro, nada para nadie y planeando la dictadura a mano alzada",10 ago.,@Jeepsyking77
"@lopezobrador_ es #MALOparaMéxico porque derrocha dinero irracionalmente en sus inútiles obras faraónicas, en lugar de usarlo para recatar al país.

#Mirmidones",10 ago.,@jos_sicu
"@lopezobrador_ es #MALOparaMéxico porque ha ahuyentado la inversión, ha recortado presupuestos, y ha desaparecido instituciones y fideicomisos a su conveniencia.

#Mirmidones",10 ago.,@jos_sicu
"@lopezobrador_ es #MALOparaMéxico al llevar la economía del país en caída libre, con un desplome jamás visto, del orden de 10 puntos del PIB.

#Mirmidones",10 ago.,@jos_sicu
"@lopezobrador_ si le molesta que nos enteremos que van 52000 muertos por COVID19, empiece por #UsarCubrebocas y tomar las medidas necesarias para controlar la pandemia, en lugar de pedir a el @El_Universal_Mx y al @Reforma que no hablen de los muertos porque no es importante.",10 ago.,@azulxrojo
"#DonBraguetas 

Haga usted el favor de ir a chingar a su madre con todo y su cambio. 

Todas esas personas fallecidas por Covid-19 y sus familias merecen respeto y sus pinches burlitas socarronas se las puede meter en el culo!

#AmloRidiculoMundial",10 ago.,@Charal2
"#ElDementeDePalacio Cree que seguir culpando a los laboratorios es justificación para casi dos años de desabasto de medicamentos. Su gobierno cuesta vidas y él, quejándose de las protestas. Así lo recordará la historia. #ElSexenioPerdido",10 ago.,@TCiceronis
"Mamarracho, tu sales a decir que no quieres que los periódicos reporten nuestro desastroso 3er lugar por muertes en Covid. 

Y tu (mamarracho) te pones a exponer tu verdad, donde consideras que en un sexenio se vivió un narco-estado.

Ya estas desvariando horrible 🤦🏻‍♂️",10 ago.,@serabenh
"Ayer en acto politiquero presentas un toque de silencio por los muertos de COVID-19, todo fue una vil hipocresía, hoy atacas porque se publican en los diarios que México es el 3er lugar el número de muertos, no te interesan las víctimas, solo te interesa tu campaña, inhumano.",10 ago.,@HoracioLuki
Regalas migajas ya vimos que no es la solución!,10 ago.,@CHEQUE55
"Así es, Presidente, un bienestar sin derramamiento de sangre como le gusta al PAN, como al narcotraficante Felipe Calderón que se alió al narcotráfico para usar al ejército para atacar a los contras de sus socios y decir que ""les declaró la guerra"".",10 ago.,@Mamonymex
"Y con que dinero garantizas el bienestar, si te la pasas destruyendo la generación de riquezas, imbécil.",10 ago.,@victorlopezrosa
"No hay bienestar sin empleos dignos, sin educación, sin crecimiento económico.",10 ago.,@Cersei_713
"Todo en tiempo FUTURO...
Ya llevas casi 2 AÑOS y NO HAS PODIDO HACER NADA, INÚTIL.",10 ago.,@basurin3
"Y con eso quieres tapar el mal manejo?
Un toque de queda es suficiente?
Diosito HAZNOS EL FAVOR!!!",10 ago.,@RudoVisionTV
"Estuvo buena la peda verdad? Y de ahí saliste a dar tu minuto de silencio, te faltó salir vomitado y con putas #AmloRidiculoMundial",10 ago.,@lucia000
Subete el cierre pinche Mamaracho #mamarracho,10 ago.,@EmilAguilar331
"🤦🏻‍♂️ cuanta pinch3 demagogia, si te importara te podrías cubrebocas, no te harías el valiente, el machito. 
#NiUnVotoAMORENA2021
#FueraAMLO por corrupto, inepto y traidor.",10 ago.,@CarlosSalinas03
Silencio es lo que deberías tener todos los días. Tus mentiras son mayores y peores cada vez. Mejor atiende a los enfermos. A nadie le sirven los homenajes como este.,10 ago.,@AliciaAlarcon
"1.-El personal médico que continúa salvando vidas, lo hace a pesar de ti y tu gobierno. Son Héroes.
2.-Tienes responsabilidad en el número de muertes por negligencia, ignorancia y falta de liderazgo. 
3.-No es lo mismo vociferar la quema de brujas, que dar resultados a la Nación.",10 ago.,@DavidTriforma
"Sigues pensando que todo esto te cayó como anillo al dedo? Crees que vas a rescatar el desastre con este show? Olvida el desempleo, la falta de inversión, la pobreza extrema. 52,000 es mucho después de tantas pendejadas.",10 ago.,@avila0815
"No vociferaste tú y el muñeco de ventrílocuo de @HLGatell #DrMuerte que México no sobrepasaria los 5 mil muertes idiotas!

Llegaremos a 60 mil muertos en agosto y ofreceras más disculpas al personal médico que carece de insumos para enfrentar a COVID 19!

#LopezEstasBienPendejo",10 ago.,@oso3339
Miserable. Tu mediocridad está destruyendo la vida y patrimonio de millones de mexicanos. Nunca mexico tuvo un presidente tan poca cosa sin valor y lleno de mentiras demagogia y odio. CERO RESULTADOS mexico está a la deriva manejado por puro inepto. #LopezEstasBienPendejo,10 ago.,@Nicososachingon
"Un homenaje, en especial uno luctuoso, es un evento de alta formalidad

No sale uno todo arrugado, con ropa informal Y LA BRAGUETA ABIERTA a presidirlo

ERES UN INÚTIL, NI PARA ESO SIRVES. No puedes apoyar a salvar vidas y ahora ni siquiera a honrar a los muertos

#VotoUtil2021",10 ago.,@mazacuato
"Sr @lopezobrador_ este minuto de silencio solo confirma su absurda soberbia y la magnitud de su cinismo. Esto es una burla a la sociedad completa y a miles de familias que ahora están de luto.

Le importa mucho MEXICO??Pues lárguese y deje de hacer más daño del que ya ha hecho",10 ago.,@jequesa
"Toque de silencio para te vayas!!!!

#LOPEZGenocida
#LOPEZTraidor
#LOPEZalPenal",10 ago.,@EugeniaLaraG1
"¡Pa pinches homenajes cabrón!

Le voy a decir a un amigo - que su padre acaba de fallecer hace 1 día - que te paraste en medio del patio a guardar un minuto de silencio... 

Jijo de la chingada...",10 ago.,@josegrillosr
"¿Es mucho pedir tantita madre?
Se les quitó recursos al sector salud y en lugar de dar mejor ambiente se trajeron médicos cubanos a pasear y gastar un buen de dinero y de resultados dudosos.",10 ago.,@EduardoLagunero
"“Bla bla bla 
Fanaticos síganme adorando ciegamente, mientras pretendo ser humano”",9 ago.,@FestivalChin
"¿Y si mejor dejas de hacerte pendejo, y se toman medidas enérgicas, se destinan recursos suficientes para atender la pandemia y el desempleo, así como combatir en serio el crimen organizado?

Las familias mexicanas no necesitan ROLLOS NI HOMENAJES ESTÚPIDOS, EXIGIMOS RESULTADOS.",9 ago.,@mazacuato
"Es como si el Iceberg hace un homenaje para los fallecidos del titanic. 

Urge pida licencia!✍️🧐",9 ago.,@DonPorfifirio
"Eres perverso López, todavía recordamos que decías que la pandemia te vino como anillo al dedo.",9 ago.,@Quetzal0518
Toque de vergüenza es lo que debería hacer.,9 ago.,@cparadal
"Señor López, ¿porqué siempre insultas al país que te confirió las riendas del gobierno? Digo, que servidor público tan privado simulando condolencias en la comodidad del palacio. Un digno homenaje será cuando tus giras y discursos sean en hospitales y cementerios...
#COVID19",9 ago.,@PacoTrejoR
"Que vergüenza que uses producción para un vídeo en memoria de los fallecidos, y que los uses como propaganda...porque esperar hasta los 50K? 

Que te recomendó epigmenio hacer a los 65K?

Ya vas a recomendar el uso del cubre bocas o seguirás de arrogante cínico?

#lopezgenocida",9 ago.,@metienne_64
"Y si mejor corre a Gattel, se pone a trabajar y le da resultados a sus jefes el pueblo de México",9 ago.,@jo52170739
"Ya con eso las 50 mil muertes se sienten menos, los familiares seguro le agradecen ese acto y no le recriminan que desde un principio Ud haya minimizado el problema, que siga diciendo que ya se domó la pandemia y que @HLGatell sea un incompetente. Ese acto es para purgar SU culpa",9 ago.,@cda_adria
Y si mejor dan equipo e insumos y los bonos que les prometieron al personal médico. Eso si seria útil y estas acciones que son pura pose,9 ago.,@maritaluisamar
¿Y el cubrebocas?,9 ago.,@alarcondibujos
"Mejor pon presupuesto en los hospitales y deja de comprar ventiladores que no sirven a Barttlet al quintuple de lo que valen , ya tiene 70 casas y aún le siguen dando oportunidades de corrupción, eres un inepto",9 ago.,@GusEspejel
"Que le den el toque de silencio a su gobierno que ha sido desastroso , usted es un miserable , miente todos los días , el peor presidente en la historia de México. Usted ya está en el basurero de la historia . Victoriano Huerta está a su nivel .",9 ago.,@gerryboy10
"El mejor homenaje a los caídos, es que renuncies, por que eres #LopezCorruptoInepto un Genocida en acción. Dejas a tu paso muerte, destrucción , división y rencor Estás maldito desde que naciste y tú llegada al poder, hizo caer la maldicion sobre México #minutodesilencioporMexico",9 ago.,@PLakech
"Circo

Porque dar presupuesto de verdad es muy caro",9 ago.,@CeltaMexa
"Y porque mejor no te pones un pinchi cubrebocas para que pongas el ejemplo... te lo repito en tu idioma para que entiendas

La mayoría de la gente que está muriendo son seguidores tuyos que ya no podrán VOTAR X TI O TU PARTIDO

A ver si así entiendes HDTPM",9 ago.,@clubultra
"¿Qué se siente tener todo el poder del mundo y no tener el respeto de nadie?

¡Saludos cordiales mi buen Peje!",9 ago.,@StarwalkLucifer
"Trabaje al respecto e invierta recursos!!!
Guardar silencio no le cuesta un peso!!
Esa debería de ser una muestra de apoyo y solidaridad desde el primer fallecimiento, no cuando ya iban 50 000!!",9 ago.,@Elsadu19
"En vez de mandar condolencias, ¿por qué no cambia la estrategia y evita las muertes?

Son patéticos y mediocres, nada les sale bien.",9 ago.,@MariettoPonce
“Ejte... ya me dijeron... que... está bajando mi popularidad por no... solidarizarme antes con... las familias... de... las víctimas... y que ya nadie le cree a López-Gatell... íbamos bien hasta que bajé en las encuestas que yo hago...” - Escúchelo con paráfrasis simultánea.,9 ago.,@FernandoCanek
"Esta larga caminata es una muestra clara de la falsa Humildad del P. López y su Simulada austeridad Republicana.
 Lo exhibe sin mascaras tal como es, Soberbio, Déspota, Orgulloso.
 La caminata triunfal de un Emperador con un pueblo en la tragedia y la pobreza.",9 ago.,@cuattro1968
"PRIMERO YO
DESPUÉS YO
LUEGO YO
Y FINALMENTE YO

MÍNIMO DEBISTE HABER INVITADO A VARIAS FAMILIAS DE FALLECIDOS  AL MINUTO DE SILENCIO.",9 ago.,@germancuriel5
5 meses después... Más de 50 mil muertes por #COVID19mx. Muchas de ellas muertes evitables.,9 ago.,@marianagc
"VENGO DEL FUTURO Y GATTEL ES DETENIDO EL 23 FEBRERO DEL 2025...POR HOMICIDIO IMPRUDENCIAL DE 1,300,000 MUERTOS.",9 ago.,@germancuriel5
"Ponga el ejemplo y no ande turisteando por todo México, irresponsable.",9 ago.,@AleLadyBird
Cinco meses se tardó ud. presidente @lopezobrador_ en rendir homenaje a los fallecidos por #Covid19 y en reconocer la sacrificada labor de los trabajadores de la salud.  Espero no se tarde tanto en reconocer lo equivocado de su estrategia.,9 ago.,@anaterearanda
"Siempre tan patriótico y humanista.

Usted es un digno representante del pueblo.",9 ago.,@forozcolg
"“Como anillo al dedo”
“No pasa nada, abrácense”
“Enemigo, detente”
“Para finales de abril vamos a estar fuera”
“Usaré tapabocas cuando se termine la corrupción en México”

¿Tu homenaje no será demagogia? Digo, porque creo que no te importan mucho.",9 ago.,@pedroj86
"Ante la indolencia por los fallecidos y la poca importancia por prevenir y ayudar a que no hubiera tantos muertos, “toque de silencio”. Que poca moral tiene señor. Los trata como mártires en su lucha, por no sé que.",9 ago.,@LdaCantinas
"Si tu eres el responsable de estas muertes junto con @HLGatell  

Solo los dementes criminales rinden homenaje a sus víctimas",9 ago.,@rr_analu
"¡Qué ridículo! Homenaje a los muertos resultado de la desatención y falta de gobierno. Esto de las payasadas populistas nos tienen hartos a los mexicanos, igual que tú lópez",9 ago.,@jasaid
"4 meses después.🙄
Espero modifique su estrategia, y así se evite la muerte de otras 50,000 personas, con nombre y apellido, con familia que hoy les llora, señor presidente.",9 ago.,@laishawilkins
"El único homenaje que les puedes dar a los fallecidos por COVID, es despedir a @HLGatell.

El reconocimiento al personal médico sería dandoles un mejor sueldo, mejores insumos, el que les des 1 minuto de silencio es una burla.

Escucha las necesidades de los mexicanos.",9 ago.,@DTigreregio
"Vulgar porro. Cuando tuviste todos los recursos del Estado para mitigar los daños, todo lo que se te ocurre es dar atole con el dedo.",9 ago.,@martinezadvisor
"Mi querido Presidente, la oposición no lo quiere porque está haciendo lo correcto: ""Les amarró las manitas""  para que no siguieran robando del erario público, enriqueciéndose a expensas del pueblo. Pero más de 30 millones de mexicanos lo queremos, respetamos y admiramos. 🇲🇽🇲🇽🇲🇽🇲🇽",9 ago.,@marissol889
"Lamentables las pérdidas humanas x esta pandemia q ha dejado familias incompletas. 
Confiamos q saldremos adelante de esta situación con la ayuda del personal de salud y con el compromiso de todos a seguir las indicaciones por México 🇲🇽
#AMLOLujoDePresidente",9 ago.,@nonalorehedzg03
"Nuestras condolencias a todos los familiares que perdieron un ser querido. 
Vamos a salir de esto presidente, México es un país de guerreros❤🇲🇽",9 ago.,@Milanmikky
"El mejor homenaje sería aumentar pruebas, ponerte cubrebocas, subir gasto como % del PIB para ayudar a desempleados, reconocer fallas en la estrategia vs. el Covid-19, sustituir a Gatell, y dejar los distractores.

Dicho de otra forma, proteger a tu gente cuando más deberías.",9 ago.,@Alonsotamez
"El mejor homenaje que les puedes hacer es usar el cubre bocas, tal vez serian menos por los que guaras 1 minuto de silencio si hubieras puesto el ejemplo.",9 ago.,@adriangtzavila
"Eres un imbécil que reprobó todas las materias relacionadas con matemáticas y no entiendes lo que está pasando.

Ni para limpiar parabrisas sirve tu genética degenerada.",9 ago.,@Asmodaeus666
"Vamos a salir de esto mi querido comandante supremo, lo abrazo y que tenga un #FelizDomingo 🥰",9 ago.,@nayeli786
Y un minuto de silencio por los fallecidos  sigan salvado vidas  usted y @HLGatell  están haciendo todo lo posible por  salir adelante de está pandemia.,9 ago.,@gerardoaz1993
"Ojalá el toque de silencio incluya que ya no hables nada en Las Mañaneras, homenaje tirando la casa por la ventana.",9 ago.,@Mar_LFlores
Te sugiero un sexenio de silencio HDLCH,9 ago.,@TripaTaquito
"Eres un Misero despreciable, que la vida te lo pague con creces",9 ago.,@Mamadolorez
"Como te quiero y admiro mi presidente 
#EsUnHonorEstarConObrador 🙋🏻‍♀️💞💕💋",9 ago.,@DanielaLunera
EL MEJOR HOMENAJE QUE PUEDES DAR ES ANUNCIAR TU RENUNCIA.,9 ago.,@jokerobrador
Demostraría más respeto dando el mensaje con cubrebocas.,9 ago.,@HugoCedillo19
"@lopezobrador_ Te exijo la DESTITUCIÓN de @HLGatell 

Y que sea la Dra. @lximenezfyvie quien esté a cargo de controlar y evitar más muertes por Covid !!☝️

Quien se une ?🙋‍♀️",9 ago.,@ryodeDios
"@lopezobrador_ hoy no hubo mañanera pero que no se pierda la bonita costumbre de mandarte a chingar a tu madre, Pa que no pierdas el ritmo.
#X1MxUnido",9 ago.,@moo77172549
"🇲🇽MARATÓN DOMINGUERO DE SEGUIDORES🇲🇽

SOLO PARA LOS QUE ESTÉN EN CONTRA DE #ElCacasDestructorDeMexico 

1. Sígueme y Da RT
2. Sigue a todos los que den RT y❤️
3 Regresa el follow

#Followback 

Hagamos fuertes nuestras cuentas para este 2021! 🇲🇽

#AMLOelPeorPresidenteDelMundo",9 ago.,@MonomitoMex
"No se cansa de mentir y de tratar de engañar? Cada día, menos gente le cree. Poco a poco la gente va siendo afectada por su mal gobierno y lo van despreciando, cada vez sale menos al público y llegará el día que no pueda ni salir a la puerta de Palacio sin que le mienten la m",9 ago.,@Nahuio
A presidentito que pequeño eres.,9 ago.,@Selucri
"El peor presidente que hemos tenido, no te creo nada",9 ago.,@ibeer1952
"Jajaja te pasas Andrés y los 2 millones de empleos perdidos? Y los 2 millones de empleos que prometiste?? Y te vanaglorias por 10,000 empleos, por favor deja de mentir y ponte a trabajar, un ciudadano que Ama a México",9 ago.,@EguiarteIgnacio
"Son tus ""datos""?

Entonces es motivo de preocuparnos más seriamente.

Señal de que se va a poner peor la situación.",9 ago.,@JuanTorresCuer1
Tas tontito,9 ago.,@DocVercetti
Ya nadie creé tus mentiras lopes cantamañanas.,9 ago.,@leoncruzes
"¡JAJAJAJA! No te incluyas en absolutamente NADA que tenga que ver con el crecimiento y recuperación de nuestra estabilidad, eres el enemigo de México López Depredador  ¡¡En México no tenemos presidente y nos vamos a recuperar a pesar de ti!!",9 ago.,@NormaCuevasV
"Según tu mentira del día de hoy ya te faltan 10,000 menos de los 2,000,000. Pero aguanta, nunca hablaste de recontrataciones así que mejor ponte a trabajar pendejo y no para consigas 2 millones, sino para que tus maromas aunque sea se escuchen más profesionales.",9 ago.,@avila0815
"Don @AngelVerdugoB , es verdad lo que dice @lopezobrador_ ?

Lo podría tocar en su mañanera dominical o el lunes?",9 ago.,@cerebromorlet
"De dónde sacarás tus datos? A veces dan ganas de estar igual de orate que tú para sonreír a pesar de ver arder al país.
Llegaste a la silla nada más a vender humo, no tienes la más remota idea de cómo gobernar.",9 ago.,@OsvaldoLuciotto
Jajajaja y los 2 millones de empleos q prometist ? 😂😂😂😂😂😂😂😂😂😂😂😂😂😂#TantitaMadre 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,9 ago.,@miguelon777777
"NO.
NO 
NO
EDO ES MENTIRA LÓPEZ,  HAY MUCHO DESEMPLEO..NO MIENTAS",9 ago.,@germancuriel5
2021 empieza la verdadera!✍️🧐,9 ago.,@DonPorfifirio
"No cabe duda que eres un maestro en decir mentiras, no tienes vergüenza
#AMLOelPeorPresidenteDelMundo
#LOPEZGenocida
#LopezEstasBienPendejo
#ElPeorPresidenteDeLaHistoria",9 ago.,@espinozagerardo
Es increíble que día a día @lopezobrador_ salga a dar la cara solamente para MENTIR y a tratar de vernos la cara. Ya estamos HARTOS de sus Mentiras Sr. Todo tiene un Límite y usted ya lo Excedió,9 ago.,@BronstonRaqsa02
"El sexenio de nuestro presidente es un desastre: más muertos, enfermos y desempleados. El partido del presidente es un desastre: corrupto y mentiroso.",9 ago.,@cortesrelloe50
"La buena noticia , sería que se fuera a CH a su madre a la de ya !!!",9 ago.,@gerryboy10
"NO WEY, NO SABES NI LO QUE DICES....",9 ago.,@germancuriel5
NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO ES CIERTOOOOOOOOOOOO!!!!!!!!,9 ago.,@germancuriel5
"Lo bueno es que también se termina la Corrupción y la pandemia al mismo tiempo. Jaja 

Viejo mentiroso.",9 ago.,@ThisIsLieb
"No seas farsante. La situación económica está pésima, están despidiendo a mucha gente de sus trabajos, cada día cierra más empresas. No engañas a nadie.",9 ago.,@Quetzal0518
"Andrés Manuel, han fallecido 52,006 personas por COVID, se han perdido millones de empleos, miles de empresas no volveran a abrir sus puertas.

Por mas que intento no veo las buenas noticias.",9 ago.,@DTigreregio
"Dar becas, sembrar arbolitos, y dar créditos a la palabra no es crear empleo. 
#LopezFarsanteTraidor",9 ago.,@KariVettel65
"Presume la creación de 15,000 empleos, cuando prometió crear 2 millones de abril a diciembre. Pobre viejito. Con tan poco pulque se emborracha.",8 ago.,@egomezislas
"Si, sobre todo el aumento de los empleos en el ramo de las funerarias y crematorios.
Sinvergüenza.",8 ago.,@cparadal
"Tenemos la confianza de tener un gran líder en la presidencia, un manejo excelente de la crisis nos a permitido control social de las circunstancias, vamos por la recuperaciones económica para recuperarnos y crecer",8 ago.,@liderfiscal
"Los mexicanos saldremos adelante a pesar de tu pésimo gobierno. Los únicos que están felices en este sexenio son los corruptos de tu partido, amigos y compadres, Ovidio y el Mencho, así como sus organizaciones delictivas.",8 ago.,@RGermenos
"Espero sea real la noticia. Créame que seré el primero en reconocerlo, y hacerlo público. 

Podemos ser los más recios opositores, pero creo que a todos nos interesa que a México le vaya bien.",8 ago.,@neoliberalover
"Gracias Presidente, sabemos que todo está saliendo bien apezar de la pandemia, los ataques y falsas notas. Pero quiero que sepa, usted no está solo, siempre tendrá nuestro apoyo👏🏽👏🏽👏🏽👏🏽

¡Saludos Presidente!🙋🏽‍♂️🙋🏽‍♂️",8 ago.,@Chokko30
"Los bots no son empleos, la gente que vende gel y cubrebocas no son empleos formales, ¡no mames cacas!",8 ago.,@chamuquirijillo
"NO  ES   CIERTO  
Mentiroso !!!!!!",8 ago.,@pbperito
"Ánimo Sr Presidente 

Con tu ayuda y liderazgo pronto vamos a salir de esta crisis de salud y económica. 

Con tu apoyo creceremos y volveremos al camino del bien. Al camino que el país siempre debió ser !!

Viva México

Viva Obrador!!",8 ago.,@MxJovenesMorena
Te creció la panza nomás,8 ago.,@johnwickmx
"Deja de burlarte de los mexicanos, cabron",8 ago.,@Idara_33
"Según la RAE, ""Cínico"": Dicho de una persona que actúa con falsedad o desvergüenza descaradas.
Qué curioso, como Andrés Manuel López Obrador.",8 ago.,@aracelibs
"Cuándo dirá algo serio, siempre bromeando.

Se va a recuperar primero el Líbano, no se quien miente más, está entre Gatell y tú.",8 ago.,@bta_Demian
"Con usted mexico renacera.

Toda mi confianza
Todo mi apoyo
Toda mi fuerza
Todo mi corazón

Estan con usted, no se rinda mi presidente, que nodotros su pueblo jamas lo haremos.",8 ago.,@forozcolg
"🔴 Dile eso a los 10 millones de nuevos pobres. 

🔴 A los 13 millones 800 mil nuevos desempleados.

🔴 A los 500 mil propietarios de negocios que han quebrado. A ver qué dicen...

¡Deja de inventar y ponte a gobernar!",8 ago.,@AlanAdameMX
"Podría especificar? O se refiere a sus ""programas sociales"", créditos y remesas?

ESOS NO SON EMPLEOS.",8 ago.,@ElAmaDeCasa1
"Nada que festejar! 
Y seguramente nos recuperaremos pero no gracias a TI! 
Deja de sonreír y burlarte de nosotros por Dios!",8 ago.,@LauraMex
Jajajaja.  Maldito destructor,8 ago.,@MonomitoMex
"Qué fácil es mentirle a la gente, Andrés Manuel.
Se nota que hay gente que todavía te cree aún cuando mientas.",8 ago.,@richgdlmx
"¡Muchas gracias, señor Presidente! ¡Las señales de la velocidad de la recuperación por la estretagia elegida son INCONTROVERTIBLES! ¡A seguir cambiando la historia y a seguir regresando nuestro amado y riquísimo México a quienes nos pertenece en realidad!💪👌😁👊👍",8 ago.,@jaretos
"Deje de ser tan imbécil y mentiroso. Sus estúpidas ""medidas"" causaron la pérdida de mas de 12 millones de empleos, ""recupera"" 10 mil en la informalidad y festeja. Ignorante y bruto anciano. Solo los tontos le creen algo a este mitómano patológico. #LopezEstasBienPendejo",8 ago.,@renebmex
"Eso no es verdad se han perdido más de 23 millones de empleos entre imss y asimilados.
Eres un mentiroso inepto por eso ya lo saben #NiUnVotoAMORENA2021 
Además de que tu familia cuates y tú están robando a manos llenas.
Eres el más corrupto presidentito de la #4Transa",8 ago.,@pmigoya
"Aaahhh, pensé que la buena noticia era que renunciabas. Ya me había emocionado 😪",8 ago.,@ChinitaFifi_
"Si, el problema es que 51 mil Mexicanos ya no regresarán por tu fallida estrategia frente a la pandemia. 
Ya estás en el basurero de la historia como el peor presidente López.",8 ago.,@CarlosTorresF_
Un honor estar con Obrador.,8 ago.,@ElReyTuitero
"@lopezobrador_  liberó a Ovidio y trajo desde España a Lozoya para llevarlo al doctor y después mandarlo a su casa.

Mientras en sus mañaneras injuria a quienes opinamos en Twitter, a los analistas que lo contradicen o las instituciones que no puede controlar.

Alv 🤦🏻‍♀️",8 ago.,@SoyYo_J
"Que triste a de ser estar en sus zapatos Sr.Presidente, con todo el poder y nada más no da una, ni un solo logro en lo que va de su gobierno. La historia siempre lo recordará,como el presidente más incompetente e inepto de todos los tiempos.#AMLOelPeorPresidenteDelMundo",8 ago.,@ptruebaa
"@lopezobrador_ no hay una campaña en tu contra, eres tu mismo quien está en tu contra,
50,000 muertos te lo reclaman, y lo sabes.",8 ago.,@edgarcabrera32
En qué momento va a dejar de quejarse y se va a poner a trabajar?,7 ago.,@ElAmaDeCasa1
"Chingón, Presidente, que no use al ejército para derramar más sangre (como quieren sus adversarios) y aún así, lento, pero está bajando la violencia pese a que los socios del narco Felipe Calderón siguen satisfaciendo los deseos de sangre de éste alcohólico espurio ex-presidente.",7 ago.,@Mamonymex
@lopezobrador_ la Esperanza de Mèxico resultó en la matanza se Mèxico !,7 ago.,@pmigoya
"Total apoyo al Sr Presidente 🇲🇽
#EsUnHonorEstarConObrador",7 ago.,@clifford_casas
"El Populismo y la Demagogia no se detiene
El Presidente eternamente en campaña
Ojalá algún día, comience a Gobernar, ojalá 🤷🏽‍♂️",7 ago.,@rthur013
"Buen día #AMLOPresidente, lo de ayer con el #PuebloYaqui fue histórico y eso me hace confirmar que #AMLOHumanista. 🇲🇽
Buen regreso a casa, buen fin de semana. ✌🏽",7 ago.,@drodri_go
"Buenos días mi presidente.

Ya listos para verle y escucharle

Jamas me cansare de apoyarle, usted ha demostrado ser el mejor presidente de mexico y merese mi respeto y admiracion.

Saludos.",7 ago.,@forozcolg
PORQUÉ PERMITES QUE LA MIJER QUE VIVE CONTIGO USE LOS MEDIOS DE COMUNICACIÓN DEL GOBIERNO SI NO ES FUNCIONARIA PÚBLICA? Y APARTE QUERER HACER SU VOLUNTAD? CALLALA O NO LE PERMITAS SEGUIRLO HACIENDO.,7 ago.,@germancuriel5
Resuelva el problema de la escasez de medicamentos y deje de estar haciendo promoción política este país desde que usted entró se está cayendo a pedazos sobre todo en la parte de salud,7 ago.,@edd_men
"Con esa risita solo está demostrando una vez más lo que todos ya sabemos, es usted un inepto, losdatos en todo el mundo de una pandemia descontrolada, avalan lo que digo aun que quiera culpara,la gente que toma coca, o a Felipe Calderón, este sufrimiento es suuuu resultado!!",7 ago.,@empanadajodona
"No se quien lo asesora pero esa sonrisas en una situación tan funesta como la que está sumida Mexico, no da ninguna esperanza, da un sentimiento de rabia por tanta indolencia e ignorancia de su parte, eso representa, nada más!!",7 ago.,@empanadajodona
"50,500 fallecidos por COVID, que le dices a esas familias?, que la estrategia ha sido un éxito?.",7 ago.,@Cevecillo
"Es usted un inepto , el andar en campaña es lo único que le sale bien , un nefasto !! Lárguese ya y renuncie porque no puede con el paquete 📦",7 ago.,@Dagorunner
"Los imbéciles y obnubilados seguirán atacando.
Pero la mayoría de Mexicanos pensantes sabemos que tenemos al mejor Presidente!!!",7 ago.,@omarrod30689266
Por eso el pueblo de la 4t cada día más estamos convencidos que la esperanza era con usted señor presidente porque realmente 36 años casi 40 fue un desastre robo y saqueo por parte del neoliberalismo corrupto del PRIANRD pero en el 2021 y 2024 ganaremos,7 ago.,@Leon335190091
